word,freq
colleges,4
passed,4
pages,4
gall,4
ieee,4
coverage,4
uniquelinelocation,4
particular,4
strong,4
detector,4
sys,4
last,4
provide,4
finding,4
programs,4
national,4
did,4
historical,4
was,4
modifications,4
fileversion,4
references,4
addition,4
cast,4
companion,4
languages,4
individual,4
error,4
lack,4
bugs,4
sourceforge,4
developed,4
evidence,4
both,4
available,4
report,4
rather,4
respect,4
kamiya,4
identified,4
develop,4
example,4
made,4
study,4
sigcse,4
technical,4
interesting,3
able,3
plugin,3
application,3
find,3
module,3
cvshome,3
73,3
caused,3
makes,3
throwing,3
show,3
compilable,3
webspider,3
research,3
collection,3
equivalence,3
three,3
yes,3
future,3
similar,3
edinburgh,3
although,3
methods,3
problem,3
names,3
erexceptions,3
up,3
process,3
scale,3
reveal,3
page,3
copies,3
bc,3
automated,3
collected,3
maintenance,3
developer,3
wrote,3
because,3
focused,3
05,3
well,3
text,3
submit,3
stackoverflowerrors,3
lastfileversion,3
questions,3
classcastexceptions,3
framework,3
scotland,3
evolutionary,3
courses,3
existing,3
grained,3
most,3
firstfileversion,3
through,3
believe,3
second,3
added,3
structure,3
over,3
25,3
space,3
schneider,3
manager,3
clone,3
rhdb,3
new,3
stored,3
repositories,3
edwards,3
stack,3
20,3
families,3
hot,3
performed,3
vancouver,3
fine,3
supported,3
testrun,3
starting,3
time,3
case,3
nullpoint,3
histories,3
pro,3
call,3
difference,3
loops,3
dent,3
spots,3
when,3
like,3
might,3
containing,3
log,3
high,3
suite,3
view,3
identical,3
deleted,3
19th,3
access,3
nullpointerexceptions,3
stu,3
search,3
latent,2
rethinking,2
briand,2
stipend,2
corre,2
ways,2
submitted,2
opinions,2
del,2
fischer,2
semester,2
smalleditequivclass,2
335,2
st,2
differences,2
false,2
further,2
author,2
saves,2
51,2
experiments,2
production,2
insight,2
testcase,2
across,2
provided,2
formulated,2
linden,2
likely,2
given,2
commit,2
initial,2
already,2
warn,2
private,2
timestamp,2
stackoverflowerror,2
society,2
examining,2
interaction,2
whether,2
security,2
overflow,2
below,2
12638,2
degree,2
permission,2
identification,2
visible,2
33,2
pa,2
good,2
gramming,2
annual,2
propagation,2
interactions,2
german,2
distribution,2
criteria,2
generate,2
ccfinder,2
wong,2
015,2
strecker,2
had,2
tems,2
compiler,2
agency,2
re,2
set,2
void,2
full,2
lexical,2
der,2
examine,2
manually,2
outcomes,2
sleep,2
ca,2
24,2
representing,2
effectiveness,2
receive,2
implements,2
tem,2
simi,2
pinod,2
within,2
192,2
reek,2
riva,2
rule,2
paquette,2
teaching,2
currently,2
larity,2
strncpy,2
displayed,2
products,2
computing,2
ing,2
describe,2
advantage,2
didn,2
tion,2
main,2
rosso,2
way,2
jones,2
southeastern,2
indicate,2
03,2
total,2
compile,2
correspond,2
indexing,2
im,2
experi,2
section,2
bsd,2
building,2
stop,2
changed,2
shipped,2
6pm,2
checker,2
cannot,2
usher,2
339,2
key,2
comparatively,2
fall,2
185,2
commentequivclass,2
various,2
yamamoto,2
fellowship,2
dq,2
fact,2
visualization,2
consented,2
deletes,2
instructors,2
making,2
help,2
tsleep,2
perspective,2
hold,2
something,2
anaheim,2
often,2
presence,2
same,2
shown,2
diff,2
easy,2
van,2
supports,2
spond,2
complexity,2
sciences,2
note,2
logical,2
uniqueline,2
usa,2
tracking,2
sions,2
comment,2
ings,2
spacco,2
jazayeri,2
vari,2
ver,2
much,2
university,2
token,2
february,2
semantic,2
missing,2
assyst,2
little,2
checkers,2
september,2
2000,2
ception,2
perform,2
quantitative,2
specific,2
netbsd,2
unlike,2
views,2
9pm,2
jackson,2
team,2
signaled,2
educators,2
granularity,2
approaches,2
ants,2
could,2
resources,2
occurred,2
333,2
similarities,2
inoue,2
developers,2
leading,2
unfortunately,2
tokens,2
requiring,2
seem,2
useful,2
contrast,2
philadelphia,2
development,2
opens,2
shows,2
viewing,2
fourteenth,2
her,2
maryland,2
positive,2
502,2
enough,2
multiple,2
ids,2
ask,2
fundamental,2
figure,2
typically,2
overall,2
logs,2
41,2
evaluation,2
wide,2
platform,2
hajek,2
penner,2
actual,2
ence,2
does,2
jdk,2
gutwin,2
extreme,2
texceptions,2
repos,2
classcas,2
record,2
plan,2
period,2
right,2
transactions,2
later,2
28,2
architectures,2
stroulia,2
161,2
fee,2
physical,2
never,2
those,2
looks,1
providing,1
563,1
prising,1
abstraction,1
caddr,1
3014,1
recognizing,1
allowed,1
automatic,1
reference,1
explore,1
tune,1
lists,1
67,1
sualization,1
enable,1
succeed,1
execution,1
169,1
pre,1
sented,1
poker,1
measure,1
copyright,1
read,1
opment,1
june,1
computed,1
gram,1
win,1
experimental,1
ions,1
tss,1
post,1
sql,1
devel,1
shadow,1
feel,1
working,1
541,1
textual,1
proposed,1
refined,1
years,1
area,1
nagra,1
daveho,1
reported,1
conclusions,1
committed,1
codecoverage,1
parameter,1
sents,1
masked,1
descriptive,1
answering,1
1978,1
practices,1
manner,1
introduction,1
point,1
vague,1
j2ee,1
improvement,1
linking,1
finer,1
23,1
server,1
examples,1
extracted,1
possibly,1
assets,1
learn,1
entities,1
tribution,1
unob,1
arrows,1
multidimensional,1
collberg,1
somewhat,1
100,1
additions,1
melo,1
acknowledgments,1
teresting,1
depicts,1
tral,1
bear,1
eu,1
trace,1
minimal,1
869,1
121,1
independent,1
421,1
shortly,1
77,1
less,1
consider,1
produced,1
hands,1
desired,1
jaime,1
examined,1
378,1
methodname,1
march,1
four,1
presents,1
2002,1
0005,1
noticed,1
guide,1
pointer,1
mod,1
increasing,1
field,1
diagram,1
david,1
standard,1
ed,1
132,1
con,1
exist,1
extent,1
collects,1
comparison,1
dqsync,1
quantify,1
similarity,1
tributed,1
msr,1
url,1
repre,1
stacktraceentry,1
proved,1
what,1
anal,1
385,1
teach,1
online,1
linenumber,1
670,1
vestigated,1
deficient,1
another,1
checked,1
limitation,1
captures,1
650,1
partly,1
style,1
profit,1
running,1
follows,1
going,1
filling,1
itory,1
limited,1
ysis,1
appear,1
cs,1
exceptionmessage,1
pinzger,1
trusively,1
627,1
formation,1
own,1
dooms,1
uses,1
multilinguistic,1
backups,1
sur,1
prob,1
implemented,1
testthreeofakind,1
previous,1
onto,1
classroom,1
routinely,1
coding,1
effect,1
journal,1
measures,1
shortcom,1
representations,1
features,1
occurrences,1
123,1
result,1
interface,1
submitserver,1
kobourov,1
polk,1
seg,1
opin,1
437,1
abstract,1
determine,1
idea,1
capturing,1
represented,1
candidates,1
validate,1
255,1
docs,1
teams,1
advocate,1
attributable,1
inter,1
adapted,1
20742,1
448,1
suffi,1
cafe,1
thrown,1
anticipated,1
investigation,1
applied,1
collections,1
sometimes,1
moving,1
scaling,1
vi,1
compute,1
renam,1
provides,1
described,1
isolation,1
berliner,1
16,1
lems,1
iwpse,1
constitute,1
optional,1
indicated,1
rich,1
though,1
bad,1
query,1
jaymie,1
store,1
verlag,1
she,1
regular,1
ap,1
zeller,1
programmer,1
riculum,1
mapping,1
variant,1
instance,1
contain,1
commits,1
strcpy,1
6th,1
especially,1
checkout,1
dept,1
ide,1
errors,1
crawlmap,1
whose,1
advocates,1
man,1
findbugswarnings,1
kusumoto,1
hints,1
above,1
comes,1
ified,1
looking,1
testfullhouse,1
tomatic,1
equivalent,1
incorporated,1
trying,1
009,1
processing,1
null,1
switching,1
negatively,1
analyses,1
december,1
secondary,1
following,1
403,1
italy,1
milestone,1
far,1
zimmermann,1
social,1
572,1
116,1
retrieval,1
de,1
java,1
citation,1
crawl,1
divided,1
importance,1
ares,1
purposes,1
indirectly,1
ized,1
servers,1
jspacco,1
amount,1
correspondence,1
participating,1
pfe,1
upon,1
ted,1
telecommunications,1
adopt,1
numbers,1
daly,1
possibility,1
saving,1
792,1
classcast,1
unified,1
least,1
debug,1
505,1
triggered,1
finite,1
technology,1
exchange,1
plicitly,1
32,1
associated,1
know,1
reinserted,1
1999,1
ited,1
caught,1
principles,1
differently,1
larger,1
weissgerber,1
presented,1
enables,1
umd,1
veloped,1
assertion,1
cen,1
analy,1
demographic,1
stackoverflow,1
correlate,1
revision,1
recover,1
137,1
easier,1
hours,1
feedback,1
jboss,1
dow,1
go,1
import,1
persist,1
granted,1
edu,1
596,1
ually,1
contin,1
personal,1
gives,1
isting,1
variety,1
seriously,1
consisting,1
been,1
textually,1
difficult,1
etx,1
casts,1
ac,1
integrate,1
raw,1
collecting,1
cederqvist,1
md5,1
allowing,1
periment,1
distributed,1
measurement,1
general,1
kinds,1
common,1
17,1
asked,1
mar,1
discover,1
consistent,1
confuse,1
fixing,1
lies,1
notice,1
check,1
gain,1
apply,1
itories,1
xalan,1
14,1
ture,1
dataflow,1
irb,1
consolidated,1
after,1
measuring,1
indentation,1
apache,1
102,1
who,1
vol,1
varying,1
heidelberg,1
resolved,1
april,1
lim,1
1992,1
allow,1
incorrect,1
solely,1
third,1
struc,1
commercial,1
origin,1
revealed,1
fields,1
improve,1
mo,1
equality,1
pleasantly,1
190,1
wu,1
commonalities,1
defects,1
think,1
assigned,1
he,1
proves,1
obviously,1
perspectives,1
generates,1
sixth,1
389,1
should,1
explicitly,1
115,1
src,1
3rd,1
library,1
via,1
esaps,1
examination,1
deferenced,1
called,1
ology,1
covered,1
management,1
produces,1
cause,1
preceding,1
park,1
uous,1
moment,1
surprising,1
fixed,1
grune,1
devanbu,1
modifi,1
generally,1
1sp1,1
taking,1
still,1
assume,1
subsys,1
lsi,1
principal,1
separate,1
27,1
categories,1
significant,1
regenerate,1
coupled,1
give,1
louis,1
august,1
exceptionclass,1
tested,1
entity,1
relations,1
berry,1
plement,1
86,1
visualized,1
matsushita,1
testname,1
aspects,1
terminates,1
automati,1
architectural,1
ample,1
releases,1
5th,1
timeline,1
keywords,1
linux,1
profes,1
manifesting,1
discipline,1
copy,1
423,1
areas,1
014,1
done,1
methodlocation,1
subtree,1
assessment,1
counts,1
surprised,1
depth,1
notes,1
compiled,1
snapshotcontents,1
lastlinenumber,1
thus,1
tried,1
values,1
thorough,1
198,1
models,1
au,1
00,1
republish,1
extends,1
requires,1
cur,1
1998,1
tight,1
characteristic,1
length,1
metrics,1
947,1
mainly,1
consent,1
randomly,1
graph,1
steps,1
cation,1
dis,1
moset,1
discussion,1
meet,1
412,1
box,1
235,1
survey,1
analogues,1
frequency,1
reflected,1
looked,1
considered,1
records,1
relevant,1
formative,1
themselves,1
statistically,1
changing,1
always,1
better,1
ignored,1
configured,1
several,1
finder,1
klingmon,1
type,1
kept,1
wampler,1
versionnumber,1
statistical,1
informa,1
incentives,1
finders,1
openbsd,1
frequently,1
participate,1
behavior,1
directly,1
deletions,1
59593,1
experiences,1
30,1
arise,1
mediate,1
decreasing,1
investigated,1
form,1
required,1
sults,1
beneficial,1
explicit,1
origins,1
gone,1
icse,1
cally,1
aim,1
496,1
rep,1
ciently,1
firstlinenumber,1
observation,1
diehl,1
manual,1
none,1
inserted,1
november,1
novel,1
29,1
569,1
william,1
downcast,1
current,1
105,1
ments,1
see,1
basis,1
don,1
deltas,1
retrospective,1
654,1
against,1
ff,1
sis,1
springer,1
very,1
important,1
resented,1
compared,1
concatenated,1
cmsc,1
known,1
along,1
relates,1
lecture,1
correctness,1
major,1
redistribute,1
unlimited,1
kruskal,1
ideally,1
91,1
digital,1
considering,1
md,1
multi,1
introduced,1
frustrating,1
dependencies,1
signing,1
continue,1
380,1
practice,1
relational,1
learning,1
sum,1
lutions,1
primary,1
defining,1
ever,1
college,1
compare,1
letsche,1
analyzing,1
frequent,1
26th,1
siena,1
dozen,1
without,1
studying,1
novices,1
netbeans,1
answered,1
classfiles,1
suitable,1
techniques,1
otherwise,1
comments,1
obtain,1
gather,1
handle,1
visualizing,1
appserver,1
goals,1
wish,1
populating,1
icsm,1
investigate,1
experiment,1
costs,1
pitts,1
segmented,1
foo,1
reconstruc,1
